SYMBOL,TICKER,NAME_OF_COMPANY,SERIES,CLOSE_PRICE,PREV_CLOSE,CHANGE_PCT,TTL_TRD_QNTY,TURNOVER_LACS,DELIV_PER,DATE_OF_LISTING,SESSION_DATE
ABSLPSE,ABSLPSE.NS,ABSLPSE,EQ,10.05,9.93,1.2084592145015207,46993,4.71,60.22,,20-Sep-2026
ABSMARINE,ABSMARINE.NS,ABSMARINE,SM,286.2,304.6,-6.040709126723582,90500,262.85,74.03,,20-Sep-2026
ACC,ACC.NS,ACC Limited,EQ,1259.7,1232.5,2.2068965517241415,386560,4852.96,63.7,20-NOV-1996,20-Sep-2026
ACCELYA,ACCELYA.NS,Accelya Solutions India Limited,EQ,1123.0,1122.0,0.08912655971479501,3559,39.93,73.59,01-DEC-1999,20-Sep-2026
ACCENTMIC,ACCENTMIC.NS,ACCENTMIC,SM,681.75,679.05,0.3976143141153149,23000,156.93,71.74,,20-Sep-2026
ACCPL,ACCPL.NS,ACCPL,ST,210.0,210.85,-0.40313018733696676,2400,4.97,100.0,,20-Sep-2026
ACCURACY,ACCURACY.NS,Accuracy Shipping Limited,BE,4.65,4.65,0.0,37927,1.77,0.0,11-DEC-2020,20-Sep-2026
ACE,ACE.NS,Action Construction Equipment Limited,EQ,1229.2,1205.6,1.9575315195753267,881443,10808.64,36.38,26-SEP-2006,20-Sep-2026
ACEINTEG,ACEINTEG.NS,Ace Integrated Solutions Limited,EQ,17.37,18.0,-3.4999999999999947,2419,0.42,71.77,04-NOV-2022,20-Sep-2026
ACGL,ACGL.NS,Automobile Corporation of Goa Limited,EQ,1737.2,1774.0,-2.0744081172491518,1004,17.74,48.21,17-AUG-2026,20-Sep-2026
ACI,ACI.NS,Archean Chemical Industries Limited,EQ,467.15,462.4,1.027249134948097,327739,1528.52,53.41,21-NOV-2022,20-Sep-2026
ACL,ACL.NS,Andhra Cements Limited,EQ,42.66,41.98,1.6198189614101948,6820,2.9,68.08,10-MAY-2023,20-Sep-2026
ACMESOLAR,ACMESOLAR.NS,Acme Solar Holdings Limited,EQ,435.25,411.3,5.823000243131531,12038412,52008.26,59.02,13-NOV-2024,20-Sep-2026
ACSTECH,ACSTECH.NS,ACS Technologies Limited,BE,66.15,63.0,5.000000000000009,430625,284.4,0.0,20-APR-2026,20-Sep-2026
ACTIVEINFR,ACTIVEINFR.NS,ACTIVEINFR,SM,182.05,171.0,6.461988304093574,27600,50.05,100.0,,20-Sep-2026
ACUTAAS,ACUTAAS.NS,Acutaas Chemicals Limited,EQ,3440.3,3315.1,3.776658321015965,521496,17723.02,50.75,14-SEP-2021,20-Sep-2026
ADANIENSOL,ADANIENSOL.NS,Adani Energy Solutions Limited,EQ,1436.1,1386.8,3.5549466397461753,2145921,30511.23,52.95,31-JUL-2015,20-Sep-2026
ADANIENT,ADANIENT.NS,Adani Enterprises Limited,EQ,3020.0,2923.2,3.3114395183360763,1628125,48687.8,55.85,04-JUN-1997,20-Sep-2026
ADANIGREEN,ADANIGREEN.NS,Adani Green Energy Limited,EQ,1334.5,1274.2,4.732381101867835,2597171,34142.11,35.66,18-JUN-2018,20-Sep-2026
ADANIPORTS,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,EQ,1824.0,1738.3,4.9301041247195565,4148803,74139.05,76.82,27-NOV-2007,20-Sep-2026
ADANIPOWER,ADANIPOWER.NS,Adani Power Limited,EQ,206.6,205.92,0.33022533022533357,18185888,37759.45,44.56,20-AUG-2009,20-Sep-2026
ADDICTIVE,ADDICTIVE.NS,ADDICTIVE,SM,43.4,45.0,-3.555555555555559,500,0.22,100.0,,20-Sep-2026
ADDIND,ADDIND.NS,Addi Industries Limited,EQ,82.65,78.45,5.353728489483751,3,0.0,33.33,17-AUG-2026,20-Sep-2026
ADFFOODS,ADFFOODS.NS,ADF Foods Limited,EQ,261.45,267.75,-2.3529411764705923,88038,231.3,57.86,15-SEP-2010,20-Sep-2026
ADISOFT,ADISOFT.NS,ADISOFT,SM,231.5,228.85,1.1579637317019906,32000,74.23,55.0,,20-Sep-2026
ADL,ADL.NS,Archidply Decor Limited,EQ,70.06,72.03,-2.734971539636261,261,0.18,52.49,01-OCT-2020,20-Sep-2026
ADOR,ADOR.NS,Ador Welding Limited,EQ,1592.1,1564.3,1.7771527200664807,19186,303.72,56.73,10-MAY-1995,20-Sep-2026
ADROITINFO,ADROITINFO.NS,Adroit Infotech Limited,EQ,11.14,11.22,-0.7130124777183606,39432,4.46,72.47,13-AUG-1997,20-Sep-2026
ADSL,ADSL.NS,Allied Digital Services Limited,EQ,96.29,96.99,-0.7217238890607163,57062,54.82,60.14,25-JUL-2007,20-Sep-2026
ADVAIT,ADVAIT.NS,Advait Energy Transitions Limited,EQ,2003.6,1990.4,0.6631832797427561,19625,393.41,53.52,20-JAN-2026,20-Sep-2026
ADVANCE,ADVANCE.NS,Advance Agrolife Limited,EQ,110.48,111.67,-1.0656398316468145,87868,97.37,62.87,08-OCT-2025,20-Sep-2026
ADVANIHOTR,ADVANIHOTR.NS,Advani Hotels & Resorts (India) Limited,EQ,47.89,47.62,0.566988660226802,13516,6.52,69.07,25-JUN-2007,20-Sep-2026
ADVENTHTL,ADVENTHTL.NS,Advent Hotels International Limited,EQ,129.15,127.04,1.660894206549118,174166,222.36,38.95,13-NOV-2025,20-Sep-2026
ADVENZYMES,ADVENZYMES.NS,Advanced Enzyme Technologies Limited,EQ,287.8,288.1,-0.10413051023950412,243137,701.56,61.33,01-AUG-2016,20-Sep-2026
ADVIKCA,ADVIKCA.NS,Advik Capital Limited,EQ,0.98,0.97,1.0309278350515474,216964,2.11,68.21,17-AUG-2026,20-Sep-2026
AEGISLOG,AEGISLOG.NS,Aegis Logistics Limited,EQ,1415.4,1353.8,4.550155118924519,1333662,18710.35,46.44,03-APR-1996,20-Sep-2026
AEGISVOPAK,AEGISVOPAK.NS,Aegis Vopak Terminals Limited,EQ,314.95,310.7,1.3678789829417444,2342046,7260.72,36.01,02-JUN-2025,20-Sep-2026
AEPL,AEPL.NS,Artemis Electricals and Projects Limited,EQ,15.92,15.78,0.8871989860583053,15668,2.52,84.9,12-MAR-2026,20-Sep-2026
AEQUS,AEQUS.NS,Aequs Limited,EQ,231.67,229.33,1.02036366807656,859211,1976.93,49.12,10-DEC-2025,20-Sep-2026
AEROENTER,AEROENTER.NS,Aeroflex Enterprises Limited,EQ,125.49,122.94,2.074182528062467,751302,930.97,38.66,21-NOV-2022,20-Sep-2026
AEROFLEX,AEROFLEX.NS,Aeroflex Industries Limited,EQ,510.9,497.6,2.6728295819935597,890374,4514.18,35.98,31-AUG-2023,20-Sep-2026
AERON,AERON.NS,AERON,SM,80.95,80.0,1.1875000000000036,3000,2.39,66.67,,20-Sep-2026
AERONEU,AERONEU.NS,Aeroflex Neu Limited,EQ,67.09,66.61,0.7206125206425521,28643,19.21,40.83,12-JAN-2023,20-Sep-2026
AEROPLANE,AEROPLANE.NS,Amir Chand Jagdish Kumar (Exports) Limited,EQ,201.49,193.7,4.021683014971616,778122,1558.09,58.78,02-APR-2026,20-Sep-2026
AETHER,AETHER.NS,Aether Industries Limited,EQ,1630.0,1623.3,0.4127394813035204,94450,1547.27,47.08,03-JUN-2022,20-Sep-2026
AFCONS,AFCONS.NS,Afcons Infrastructure Limited,EQ,263.4,267.3,-1.4590347923681384,3352350,8733.06,31.47,04-NOV-2024,20-Sep-2026
AFFLE,AFFLE.NS,Affle 3i Limited,EQ,1603.5,1545.6,3.7461180124223663,434146,6888.04,62.41,08-AUG-2019,20-Sep-2026
AFFORDABLE,AFFORDABLE.NS,Affordable Robotic & Automation Limited,EQ,172.31,167.31,2.9884645269260655,29285,49.66,74.35,23-OCT-2024,20-Sep-2026
AFIL,AFIL.NS,Akme Fintrade (India) Limited,EQ,8.61,8.37,2.8673835125448055,302606,25.72,68.31,26-JUN-2024,20-Sep-2026
AFSL,AFSL.NS,Abans Financial Services Limited,EQ,201.0,201.0,0.0,7974,16.03,84.36,23-DEC-2022,20-Sep-2026
AGARIND,AGARIND.NS,Agarwal Industrial Corporation Limited,EQ,412.65,407.75,1.2017167381974192,17291,70.77,54.18,26-MAY-2014,20-Sep-2026
AGARWALEYE,AGARWALEYE.NS,Dr. Agarwal's Health Care Limited,EQ,500.45,500.15,0.05998200539838276,105331,525.54,57.05,04-FEB-2025,20-Sep-2026
AGARWALFT,AGARWALFT.NS,AGARWALFT,SM,26.0,26.7,-2.621722846441945,18000,4.67,100.0,,20-Sep-2026
AGARWALTUF,AGARWALTUF.NS,AGARWALTUF,SM,159.45,159.7,-0.15654351909830935,164400,262.86,58.39,,20-Sep-2026
AGI,AGI.NS,AGI Greenpac Limited,EQ,745.05,733.75,1.5400340715502492,155939,1150.38,40.45,31-MAY-2000,20-Sep-2026
AGIIL,AGIIL.NS,Agi Infra Limited,EQ,270.45,266.15,1.615630283674624,660624,1785.37,41.02,15-JUL-2024,20-Sep-2026
AGL,AGL.NS,Allcargo Global Limited,EQ,13.8,13.88,-0.5763688760806921,1221013,168.34,48.73,03-JUL-2026,20-Sep-2026
AGNI,AGNI.NS,AGNI,SM,15.3,15.5,-1.2903225806451568,7500,1.15,100.0,,20-Sep-2026
AGRITECH,AGRITECH.NS,Agri-Tech (India) Limited,EQ,98.33,96.42,1.980916822236047,1770,1.74,85.59,28-JAN-2014,20-Sep-2026
AGROPHOS,AGROPHOS.NS,Agro Phos India Limited,EQ,23.64,23.44,0.8532423208191096,5479,1.29,76.38,08-MAR-2019,20-Sep-2026
AGSTRA,AGSTRA.NS,AGS Transact Technologies Limited,BZ,1.93,1.95,-1.0256410256410264,89160,1.73,0.0,31-JAN-2022,20-Sep-2026
AHCL,AHCL.NS,Anlon Healthcare Limited,EQ,22.9,21.84,4.853479853479847,145565213,34298.71,10.92,03-SEP-2025,20-Sep-2026
AHLADA,AHLADA.NS,Ahlada Engineers Limited,EQ,37.33,39.33,-5.085176709890669,8224,3.1,70.99,28-JAN-2021,20-Sep-2026
AHLEAST,AHLEAST.NS,Asian Hotels (East) Limited,EQ,135.59,134.97,0.4593613395569419,5283,7.05,79.5,11-AUG-2010,20-Sep-2026
AHLUCONT,AHLUCONT.NS,Ahluwalia Contracts (India) Limited,EQ,584.7,567.6,3.0126849894291796,63766,366.48,58.26,14-DEC-2009,20-Sep-2026
AHLWEST,AHLWEST.NS,Asian Hotels (West) Limited,BE,544.25,551.95,-1.3950538998097735,511,2.79,0.0,05-AUG-2010,20-Sep-2026
AIAENG,AIAENG.NS,AIA Engineering Limited,EQ,3973.3,3983.4,-0.2535522418034822,75514,2985.08,53.2,14-DEC-2005,20-Sep-2026
AIIL,AIIL.NS,Authum Investment & Infrastructure Limited,EQ,559.0,527.2,6.0318664643399,762508,4213.93,58.33,23-APR-2024,20-Sep-2026
AILIMITED,AILIMITED.NS,AILIMITED,SM,17.25,18.15,-4.958677685950406,6000,1.04,100.0,,20-Sep-2026
AIMTRON,AIMTRON.NS,AIMTRON,SM,1662.25,1616.45,2.833369420644001,42000,681.42,70.48,,20-Sep-2026
AIRAN,AIRAN.NS,Airan Limited,EQ,16.69,16.7,-0.05988023952094617,56051,9.3,67.67,03-MAY-2019,20-Sep-2026
AIROLAM,AIROLAM.NS,Airo Lam limited,EQ,89.0,86.15,3.308183401044683,12571,11.25,83.33,13-OCT-2021,20-Sep-2026
AISL,AISL.NS,AISL,SM,55.0,54.1,1.6635859519408478,1800,0.98,100.0,,20-Sep-2026
AJANTPHARM,AJANTPHARM.NS,Ajanta Pharma Limited,EQ,3563.6,3500.5,1.8025996286244799,201322,7197.82,59.72,29-MAY-2000,20-Sep-2026
AJAXENGG,AJAXENGG.NS,Ajax Engineering Limited,EQ,559.75,566.6,-1.2089657606777306,86718,487.16,71.34,17-FEB-2025,20-Sep-2026
AJMERA,AJMERA.NS,Ajmera Realty & Infra India Limited,EQ,115.6,113.8,1.5817223198594001,307767,353.12,53.94,16-JUN-2009,20-Sep-2026
AJOONI,AJOONI.NS,Ajooni Biotech Limited,EQ,3.28,3.27,0.3058103975535103,714622,23.68,70.3,07-MAY-2021,20-Sep-2026
AKANKSHA,AKANKSHA.NS,AKANKSHA,SM,139.65,133.0,5.000000000000004,75000,103.82,80.0,,20-Sep-2026
AKASH,AKASH.NS,Akash Infra-Projects Limited,EQ,24.29,24.26,0.12366034624895954,2440,0.6,73.24,11-OCT-2019,20-Sep-2026
AKCAPIT,AKCAPIT.NS,AK Capital Services Limited,EQ,1746.4,1748.4,-0.11439029970258521,1185,20.59,80.84,20-APR-2026,20-Sep-2026
AKG,AKG.NS,Akg Exim Limited,EQ,10.37,10.32,0.4844961240309974,8242,0.85,92.83,16-FEB-2021,20-Sep-2026
AKI,AKI.NS,AKI India Limited,BE,6.11,5.82,4.982817869415808,43619,2.67,0.0,06-APR-2023,20-Sep-2026
AKIKO,AKIKO.NS,AKIKO,SM,416.1,421.05,-1.1756323477021704,16000,66.2,70.0,,20-Sep-2026
AKSHAR,AKSHAR.NS,Akshar Spintex Limited,EQ,0.41,0.41,0.0,990838,4.13,79.07,23-MAY-2022,20-Sep-2026
AKSHARCHEM,AKSHARCHEM.NS,AksharChem India Limited,BE,392.15,373.5,4.9933065595716135,5797,22.5,0.0,28-MAR-2017,20-Sep-2026
AKSHOPTFBR,AKSHOPTFBR.NS,Aksh Optifibre Limited,BE,7.84,8.02,-2.244389027431418,346118,27.84,0.0,18-AUG-2000,20-Sep-2026
AKUMS,AKUMS.NS,Akums Drugs and Pharmaceuticals Limited,EQ,783.7,766.7,2.2172949002217295,330477,2573.85,61.67,06-AUG-2024,20-Sep-2026
ALANKIT,ALANKIT.NS,Alankit Limited,EQ,7.74,7.67,0.9126466753585435,109982,8.52,76.36,30-JUN-2015,20-Sep-2026
ALBERTDAVD,ALBERTDAVD.NS,Albert David Limited,EQ,833.6,838.45,-0.5784483272705614,1809,15.1,68.44,14-JUN-2016,20-Sep-2026
ALCODIS,ALCODIS.NS,ALCODIS,SM,65.0,66.9,-2.840059790732445,4375,2.82,85.71,,20-Sep-2026
ALEMBICLTD,ALEMBICLTD.NS,Alembic Limited,EQ,102.63,102.72,-0.08761682242990985,829029,857.92,58.94,22-SEP-1999,20-Sep-2026
ALFREDHE,ALFREDHE.NS,Alfred Herbert India Limited,EQ,2830.0,2820.0,0.3546099290780142,52,1.47,100.0,17-AUG-2026,20-Sep-2026
ALGOQUANT,ALGOQUANT.NS,Algoquant Fintech Limited,EQ,72.27,70.13,3.0514758306003147,3786684,2774.55,22.39,06-JAN-2026,20-Sep-2026
ALICON,ALICON.NS,Alicon Castalloy Limited,EQ,729.35,695.15,4.919801481694605,33801,241.47,50.85,29-SEP-2006,20-Sep-2026
ALIVUS,ALIVUS.NS,Alivus Life Sciences Limited,EQ,1430.8,1387.8,3.0984291684680794,304330,4331.73,64.13,06-AUG-2021,20-Sep-2026
ALKALI,ALKALI.NS,Alkali Metals Limited,EQ,87.66,73.05,20.0,133798,112.65,42.44,06-NOV-2008,20-Sep-2026
ALKEM,ALKEM.NS,Alkem Laboratories Limited,EQ,5466.5,5348.5,2.206226044685426,320770,17211.65,76.31,23-DEC-2015,20-Sep-2026
ALKYLAMINE,ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,EQ,1863.0,1843.8,1.0413276928083333,55371,1029.31,60.08,26-NOV-2007,20-Sep-2026
ALLCARGO,ALLCARGO.NS,Allcargo Logistics Limited,EQ,11.11,11.03,0.7252946509519499,7521321,831.12,40.2,23-JUN-2006,20-Sep-2026
ALLDIGI,ALLDIGI.NS,Alldigi Tech Limited,EQ,776.3,784.55,-1.0515582180868015,12122,94.31,71.31,09-MAY-2005,20-Sep-2026
ALLETEC,ALLETEC.NS,ALLETEC,SM,124.05,125.55,-1.1947431302270013,18800,23.12,78.72,,20-Sep-2026
ALLTIME,ALLTIME.NS,All Time Plastics Limited,EQ,208.4,208.01,0.18749098601029507,65171,136.94,47.68,14-AUG-2025,20-Sep-2026
ALMONDZ,ALMONDZ.NS,Almondz Global Securities Limited,EQ,18.52,18.41,0.5975013579576287,264761,49.07,63.31,16-JUN-2008,20-Sep-2026
ALOKINDS,ALOKINDS.NS,Alok Industries Limited,EQ,7.05,7.05,0.0,21523794,1521.75,48.03,19-FEB-2020,20-Sep-2026
ALPA,ALPA.NS,Alpa Laboratories Limited,EQ,59.35,59.64,-0.48625083836351296,17399,10.31,88.65,06-AUG-2007,20-Sep-2026
ALPEXSOLAR,ALPEXSOLAR.NS,ALPEXSOLAR,SM,916.65,911.6,0.5539710399297888,32500,297.28,72.92,,20-Sep-2026
ALPHA,ALPHA.NS,ALPHA,EQ,53.72,52.86,1.6269390843738165,2753171,1475.55,82.64,,20-Sep-2026
ALPHAETF,ALPHAETF.NS,ALPHAETF,EQ,26.33,26.02,1.1913912375096032,696150,183.29,91.34,,20-Sep-2026
ALPHAGEO,ALPHAGEO.NS,Alphageo (India) Limited,BE,292.1,294.95,-0.9662654687235009,4155,12.24,0.0,11-MAY-2007,20-Sep-2026
ALPINETEX,ALPINETEX.NS,Alpine Texworld Limited,EQ,52.66,52.9,-0.4536862003780756,133099,70.53,52.97,21-JUL-2026,20-Sep-2026
ALPL30IETF,ALPL30IETF.NS,ALPL30IETF,EQ,27.04,27.01,0.11106997408366376,241054,65.23,39.8,,20-Sep-2026
ALUFLUOR,ALUFLUOR.NS,Alufluoride Limited,EQ,537.15,492.2,9.13246647704185,28768,152.15,67.99,17-AUG-2026,20-Sep-2026
ALUWIND,ALUWIND.NS,ALUWIND,SM,49.85,49.2,1.3211382113821108,16500,8.31,81.82,,20-Sep-2026
AMAGI,AMAGI.NS,Amagi Media Labs Limited,EQ,569.5,574.35,-0.8444328371202268,232661,1319.42,48.8,21-JAN-2026,20-Sep-2026
AMAL,AMAL.NS,Amal Limited,EQ,722.4,723.0,-0.08298755186722306,25482,183.88,70.95,17-AUG-2026,20-Sep-2026
AMANTA,AMANTA.NS,Amanta Healthcare Limited,BE,189.95,189.95,0.0,51926,98.29,0.0,09-SEP-2025,20-Sep-2026
AMARJOTHI,AMARJOTHI.NS,Amarjothi Spinning Mills Limited,EQ,147.07,148.88,-1.2157442235357352,1260,1.84,87.78,17-AUG-2026,20-Sep-2026
AMBAAUTO,AMBAAUTO.NS,AMBAAUTO,SM,96.0,98.35,-2.3894255210981132,3000,2.91,100.0,,20-Sep-2026
AMBALALSA,AMBALALSA.NS,Ambalal Sarabhai Enterprises Limited,BE,39.97,41.28,-3.1734496124031066,84610,33.6,0.0,20-APR-2026,20-Sep-2026
AMBER,AMBER.NS,Amber Enterprises India Limited,EQ,7125.0,7046.0,1.121203519727505,75972,5416.18,40.04,30-JAN-2018,20-Sep-2026
AMBICAAGAR,AMBICAAGAR.NS,Ambica Agarbathies & Aroma industries Limited,EQ,24.89,25.14,-0.994431185361973,5850,1.46,72.43,29-JUN-2004,20-Sep-2026
AMBIKCO,AMBIKCO.NS,Ambika Cotton Mills Limited,EQ,1602.0,1568.8,2.116267210606836,8106,129.16,64.96,29-JAN-2008,20-Sep-2026
AMBUJACEM,AMBUJACEM.NS,Ambuja Cements Limited,EQ,388.3,383.25,1.3176777560339235,2583375,10080.08,50.02,18-FEB-1998,20-Sep-2026
AMCL,AMCL.NS,AMCL,SM,384.4,380.0,1.1578947368420993,36000,142.5,78.89,,20-Sep-2026
AMDIND,AMDIND.NS,AMD Industries Limited,BE,63.26,66.58,-4.986482427155303,18035,11.44,0.0,19-MAR-2007,20-Sep-2026
AMEYA,AMEYA.NS,AMEYA,SM,142.55,135.8,4.970544918998527,20000,28.04,95.0,,20-Sep-2026
AMJLAND,AMJLAND.NS,Amj Land Holdings Limited,EQ,37.18,36.48,1.9188596491228151,691,0.26,64.98,08-FEB-1995,20-Sep-2026
AMNPLST,AMNPLST.NS,Amines & Plasticizers Limited,EQ,171.51,163.0,5.220858895705516,9478,16.56,45.4,10-NOV-2023,20-Sep-2026
AMRUTANJAN,AMRUTANJAN.NS,Amrutanjan Health Care Limited,EQ,493.8,491.0,0.5702647657841163,19221,94.82,52.69,02-JAN-2015,20-Sep-2026
ANANDRATHI,ANANDRATHI.NS,Anand Rathi Wealth Limited,EQ,2229.4,2207.4,0.9966476397571804,880377,19693.31,54.9,14-DEC-2021,20-Sep-2026
ANANTRAJ,ANANTRAJ.NS,Anant Raj Limited,EQ,606.15,596.9,1.5496733121125819,1464027,8819.61,32.13,27-SEP-2006,20-Sep-2026
ANAWIL,ANAWIL.NS,ANAWIL,SM,445.4,430.4,3.4851301115241635,158800,705.47,73.3,,20-Sep-2026
ANDHRAPAP,ANDHRAPAP.NS,ANDHRA PAPER LIMITED,EQ,74.62,71.88,3.811908736783541,950746,701.29,37.26,13-MAY-2004,20-Sep-2026
ANDHRSUGAR,ANDHRSUGAR.NS,The Andhra Sugars Limited,EQ,94.1,93.59,0.5449300138903631,257513,239.51,41.39,01-NOV-1995,20-Sep-2026
ANDREWYU,ANDREWYU.NS,Andrew Yule & Company Limited,EQ,26.27,26.08,0.7285276073619682,49555,13.04,78.33,17-AUG-2026,20-Sep-2026
ANGELONE,ANGELONE.NS,Angel One Limited,EQ,299.1,295.0,1.3898305084745841,3531096,10580.91,41.16,05-OCT-2020,20-Sep-2026
ANIKINDS,ANIKINDS.NS,Anik Industries Limited,EQ,44.59,44.1,1.1111111111111156,6672,2.96,92.33,21-MAY-2008,20-Sep-2026
ANKITMETAL,ANKITMETAL.NS,Ankit Metal & Power Limited,BZ,1.73,1.7,1.764705882352943,6003,0.1,0.0,14-MAR-2013,20-Sep-2026
ANLON,ANLON.NS,ANLON,SM,742.2,696.9,6.500215238915207,21600,160.25,83.33,,20-Sep-2026
ANMOL,ANMOL.NS,Anmol India Limited,BE,14.23,14.77,-3.6560595802301905,67425,9.76,0.0,04-JUN-2021,20-Sep-2026
ANNAPURNA,ANNAPURNA.NS,Annapurna Swadisht Limited,EQ,132.55,136.08,-2.594062316284539,45381,60.28,62.24,12-AUG-2026,20-Sep-2026
ANNU,ANNU.NS,Annu Projects Limited,EQ,50.46,49.28,2.3944805194805188,1339255,682.91,33.78,02-SEP-2026,20-Sep-2026
ANONDITA,ANONDITA.NS,ANONDITA,SM,1090.55,1124.0,-2.9759786476868366,82200,913.33,72.99,,20-Sep-2026
ANSALAPI,ANSALAPI.NS,Ansal Properties & Infrastructure Limited,BZ,3.59,3.52,1.988636363636359,18299,0.66,0.0,27-JAN-2006,20-Sep-2026
ANSALBU,ANSALBU.NS,Ansal Buildwell Limited,EQ,78.97,83.0,-4.855421686746989,110,0.09,86.36,17-AUG-2026,20-Sep-2026
ANTELOPUS,ANTELOPUS.NS,Antelopus Selan Energy Limited,EQ,1104.85,1130.85,-2.299155502498121,555265,6143.62,17.68,26-SEP-2006,20-Sep-2026
ANTGRAPHIC,ANTGRAPHIC.NS,Antarctica Limited,EQ,0.71,0.71,0.0,304156,2.17,75.03,31-DEC-1997,20-Sep-2026
ANTHEM,ANTHEM.NS,Anthem Biosciences Limited,EQ,928.5,927.4,0.1186111710157454,5490000,50985.65,69.5,21-JUL-2025,20-Sep-2026
ANUHPHR,ANUHPHR.NS,Anuh Pharma Limited,EQ,93.48,93.68,-0.21349274124680065,95805,89.38,55.15,20-DEC-2024,20-Sep-2026
ANUP,ANUP.NS,The Anup Engineering Limited,EQ,1638.3,1646.6,-0.5040689906473919,35387,583.92,60.21,01-MAR-2019,20-Sep-2026
ANURAS,ANURAS.NS,Anupam Rasayan India Limited,EQ,1207.7,1181.3,2.234826039109463,465185,5597.73,50.58,24-MAR-2021,20-Sep-2026
ANYA,ANYA.NS,ANYA,SM,17.85,15.25,17.04918032786886,155000,25.8,90.32,,20-Sep-2026
AONEGOLD,AONEGOLD.NS,AONEGOLD,EQ,14.3,14.04,1.8518518518518632,691851,98.85,62.34,,20-Sep-2026
AONELIQUID,AONELIQUID.NS,AONELIQUID,EQ,1077.58,1077.17,0.038062701337751186,55374,596.7,89.54,,20-Sep-2026
AONENIFTY,AONENIFTY.NS,AONENIFTY,EQ,9.65,9.63,0.2076843198338481,163521,15.77,62.35,,20-Sep-2026
AONESILVER,AONESILVER.NS,AONESILVER,EQ,8.96,8.66,3.464203233256359,807684,71.82,64.04,,20-Sep-2026
AONETMMQ50,AONETMMQ50.NS,AONETMMQ50,EQ,10.19,10.12,0.6916996047430859,109369,11.14,83.17,,20-Sep-2026
AONETOTAL,AONETOTAL.NS,AONETOTAL,EQ,11.68,11.62,0.5163511187607616,71974,8.39,70.67,,20-Sep-2026
APARINDS,APARINDS.NS,Apar Industries Limited,EQ,18858.0,17801.0,5.937868659064097,271798,50278.48,43.91,12-JUL-2004,20-Sep-2026
APCL,APCL.NS,Anjani Portland Cement Limited,EQ,97.85,96.37,1.5357476393068277,14530,14.28,86.98,10-APR-2017,20-Sep-2026
APCOTEXIND,APCOTEXIND.NS,Apcotex Industries Limited,EQ,604.85,599.4,0.9092425759092502,77596,470.79,52.62,06-SEP-1995,20-Sep-2026
APEX,APEX.NS,Apex Frozen Foods Limited,EQ,345.35,350.95,-1.5956688987035093,103075,356.47,41.73,04-SEP-2017,20-Sep-2026
APEXECO,APEXECO.NS,APEXECO,ST,262.5,250.0,5.0,17600,45.89,100.0,,20-Sep-2026
APLAPOLLO,APLAPOLLO.NS,APL Apollo Tubes Limited,EQ,2270.1,2148.5,5.659762625087266,1115754,24627.56,64.55,14-DEC-2011,20-Sep-2026
APLLTD,APLLTD.NS,Alembic Pharmaceuticals Limited,EQ,845.75,826.0,2.391041162227603,634938,5387.03,43.73,20-SEP-2011,20-Sep-2026
APOLLO,APOLLO.NS,Apollo Micro Systems Limited,EQ,370.7,378.25,-1.9960343688037043,9146349,34683.87,34.36,22-JAN-2018,20-Sep-2026
APOLLOHOSP,APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,EQ,8944.5,8768.5,2.007184809260421,344265,30500.91,75.65,10-JAN-1996,20-Sep-2026
APOLLOPIPE,APOLLOPIPE.NS,Apollo Pipes Limited,EQ,543.6,525.85,3.375487306266045,313076,1672.67,48.99,11-NOV-2019,20-Sep-2026
APOLLOTYRE,APOLLOTYRE.NS,Apollo Tyres Limited,EQ,409.3,412.15,-0.6914958146305874,2365364,9695.43,55.92,31-MAY-1995,20-Sep-2026
APOLSINHOT,APOLSINHOT.NS,Apollo Sindoori Hotels Limited,EQ,1214.9,1211.1,0.31376434646190915,374,4.55,72.99,28-JAN-2015,20-Sep-2026
APOORVA,APOORVA.NS,Apoorva Leasing Finance and Investment Company Limited,EQ,31.05,29.75,4.369747899159666,1516,0.47,91.36,17-AUG-2026,20-Sep-2026
APRAMEYA,APRAMEYA.NS,APRAMEYA,SM,113.95,113.45,0.4407227853680035,500,0.57,100.0,,20-Sep-2026
APS,APS.NS,APS,SM,230.5,230.05,0.19560965007606548,10250,23.75,70.73,,20-Sep-2026
APSISAERO,APSISAERO.NS,APSISAERO,ST,564.85,576.35,-1.9953153465776001,13200,74.56,100.0,,20-Sep-2026
APTECHT,APTECHT.NS,Aptech Limited,BE,92.05,87.67,4.996007756359068,85360,77.52,0.0,27-SEP-2002,20-Sep-2026
APTUS,APTUS.NS,Aptus Value Housing Finance India Limited,EQ,237.68,239.16,-0.6188325806991093,3101354,7349.41,63.36,24-AUG-2021,20-Sep-2026
AQYLON,AQYLON.NS,Aqylon Nexus Limited,EQ,17.98,18.88,-4.766949152542366,38267346,6880.49,52.2,01-APR-2024,20-Sep-2026
ARABIAN,ARABIAN.NS,ARABIAN,SM,85.5,82.0,4.2682926829268295,6000,5.2,100.0,,20-Sep-2026
ARCHIDPLY,ARCHIDPLY.NS,Archidply Industries Limited,EQ,104.8,101.48,3.2715806070161535,14610,15.28,89.94,04-JUL-2008,20-Sep-2026
